Indicator Category,Indicator,Year,Gender,Race/ Ethnicity,Value,Place
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,Black,10.9,"Sacramento, CA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,6.3,"Sacramento, CA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.3,"Sacramento, CA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,Hispanic,6.3,"Sacramento, CA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Multiracial,8.9,"Sacramento, CA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Multiracial,9,"Sacramento, CA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,Multiracial,8.8,"Sacramento, CA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,5.5,"Sacramento, CA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,5.3,"Sacramento, CA"
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2010,Both,White,6.8,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,All,8.1,"Sacramento, CA"
Tobacco,Percent of Adults Who Currently Smoke,2013,Female,All,14.7,"Washington, DC"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,All,8.7,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,All,9.3,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,Asian/PI,3.4,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,Asian/PI,4.5,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,Asian/PI,6.1,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,Black,13.8,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,Black,14.1,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,Black,14.1,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,Hispanic,11.4,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,Hispanic,12.4,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,Hispanic,12.7,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,Multiracial,14.7,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,Multiracial,13.5,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,Multiracial,14.5,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,Native American,9.1,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,Native American,2,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,Native American,16.4,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2012,Female,White,3.8,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2011,Female,White,3.9,"Sacramento, CA"
Maternal and Child Health,Percent of Mothers Under Age 20,2010,Female,White,4.6,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2013,Both,All,251.8,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Male,All,414.1,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Female,All,68,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,All,235.5,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2011,Male,All,379.7,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2011,Female,All,64,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2011,Both,All,217,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2013,Male,All,442.9,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2013,Female,All,72.4,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2013,Both,Asian/PI,60.2,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,Asian/PI,51.4,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2011,Both,Asian/PI,43.7,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2013,Both,Black,446.6,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,Black,413.1,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2011,Both,Black,373.9,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,Hispanic,141.2,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2011,Both,Hispanic,129.6,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2013,Both,Hispanic,161.5,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,Other,113.8,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2011,Both,Other,108.2,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2013,Both,Other,129.5,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2012,Both,White,357.3,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2011,Both,White,337.3,"Sacramento, CA"
HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",2013,Both,White,373.8,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,27,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,26.5,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,34,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Asian/PI,24.1,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Asian/PI,20.3,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Asian/PI,27.7,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,25.5,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,24,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,24,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,10.1,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,10.6,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,15,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,45.2,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,45.4,"Sacramento, CA"
Infectious Disease,"Pneumonia and Influenza Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,56.5,"Sacramento, CA"
Demographics,Race/Ethnicity,2013,Both,American Indian/Alaska Native,0.5,"Sacramento, CA"
Demographics,Race/Ethnicity,2013,Both,Asian/PI,19.4,"Sacramento, CA"
Demographics,Race/Ethnicity,2013,Both,Black,13.3,"Sacramento, CA"
Demographics,Race/Ethnicity,2013,Both,Hispanic,27.2,"Sacramento, CA"
Demographics,Race/Ethnicity,2013,Both,Multiracial,4.7,"Sacramento, CA"
Demographics,Race/Ethnicity,2013,Both,Other,0.3,"Sacramento, CA"
Demographics,Race/Ethnicity,2013,Both,White,34.7,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2013,Male,All,17.1,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2013,Female,All,18.1,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2013,Both,All,17.6,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2012,Male,All,13.3,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2012,Female,All,13.3,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2012,Both,All,13.5,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2011,Male,All,7.6,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2011,Female,All,8.4,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2011,Both,All,8,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2013,Both,Asian/PI,24.1,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2012,Both,Asian/PI,13.9,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2011,Both,Asian/PI,11.7,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2013,Both,Hispanic,7,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2012,Both,Hispanic,8.9,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2011,Both,Hispanic,9.1,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2013,Both,White,9.2,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2012,Both,White,8,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",2011,Both,White,5.5,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",2013,Both,All,1.3,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",2012,Both,All,1.9,"Sacramento, CA"
Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",2011,Both,All,0.9,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Female,All,5.8,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Male,All,35.9,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Female,All,16.4,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Both,All,26,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Male,All,30.9,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Both,All,17.8,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Male,All,29.8,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Female,All,12.6,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Both,All,20.9,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Both,Black,17.5,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Both,Black,14.4,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Both,Black,8,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,9.4,"Sacramento, CA"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Both,All,11,"San Antonio, TX"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,8.3,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2013,Both,White,54.4,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2012,Both,White,35,"Sacramento, CA"
Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",2011,Both,White,42.4,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Male,All,9,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Female,All,14.9,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,All,56,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Male,All,6.2,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Female,All,11.5,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,All,41,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Male,All,9.6,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Female,All,15.1,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,All,57,"Sacramento, CA"
Tobacco,Percent of Adults Who Currently Smoke,2011,Both,All,20.8,"Washington, DC"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Asian/PI,41.6,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Asian/PI,38.4,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,Asian/PI,27.7,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Black,14.4,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Black,17.6,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2013,Both,Hispanic,5.5,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2011,Both,Hispanic,5,"Sacramento, CA"
Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",2012,Both,White,4.3,"Sacramento, CA"
Demographics,Unemployment Rate Ages 16+,2012,Both,All,14.9,"Sacramento, CA"
Demographics,Unemployment Rate Ages 16+,2013,Both,All,12.5,"Sacramento, CA"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Both,All,9.3,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Male,All,16.3,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Male,All,16.3,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Female,All,2.6,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Female,All,2.2,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,All,9.1,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Female,All,4.1,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Male,All,18.2,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Both,Black,17.1,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,Black,17.8,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Both,Black,20.2,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Both,Hispanic,9.7,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,Hispanic,9.1,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,12.4,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,Other,18.4,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Both,Other,18.4,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Both,Other,11.7,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2013,Both,White,6.4,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2012,Both,White,5.8,"San Antonio, TX"
HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",2011,Both,White,5.2,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,169.7,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,115,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,133.5,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,167.6,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,115.9,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,137.5,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,220.8,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,117.7,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,138.9,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,172.5,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,171,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,164,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,126.9,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,126.9,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,135.1,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Other,86.9,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,89,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,47.5,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,145.3,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,146.2,"San Antonio, TX"
Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,151.1,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,789.1,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,559.4,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,789.1,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,853,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,601.9,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,714.5,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,805.1,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,802.2,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,657.2,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,714.8,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,649,"San Antonio, TX"
Life Expectancy and Death Rate (Overall),"All-Cause Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,710.8,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Male,All,24.2,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Female,All,21.1,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,All,21.9,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Male,All,23.9,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Female,All,21.5,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,All,22.6,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Male,All,34.4,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Female,All,24.2,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,All,25.7,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Black,36.4,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Black,27,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Black,47.9,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Hispanic,31,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Hispanic,32.4,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Hispanic,21.4,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,Other,19.4,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,Other,24,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,Other,6.2,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2013,Both,White,12.8,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2012,Both,White,12.1,"San Antonio, TX"
"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",2011,Both,White,43.3,"San Antonio, TX"
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2011,Both,All,43.6,"San Antonio, TX"
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2010,Both,All,42.6,"San Antonio, TX"
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2011,Both,Black,40.6,"San Antonio, TX"
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2010,Both,Black,33.1,"San Antonio, TX"
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2011,Both,Hispanic,34.1,"San Antonio, TX"
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2010,Both,Hispanic,30,"San Antonio, TX"
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2011,Both,Other,24.9,"San Antonio, TX"
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2010,Both,Other,32.2,"San Antonio, TX"
Behavioral Health/Substance Abuse,"Drug Abuse-Related Hospitalization Rate (Per 100,000 people) *Comparisons of these data are difficult as definitions can vary.",2011,Both,White,62.7,"San Antonio, TX"
